LocationID,TotalPopulation
36047048200,5331.0
36047048400,5481.0
36047048500,2510.0
36047048600,3568.0
36047048800,4395.0
36047048900,4039.0
36047049000,5899.0
36047049100,6418.0
36047049200,3495.0
36047049300,7625.0
36047049400,5308.0
36047049500,2603.0
36047049600,4513.0
36047049700,2645.0
36047049800,4232.0
36047049900,1753.0
36047050000,3474.0
36047050100,2786.0
36047050202,2201.0
36047050300,2582.0
36047050400,4527.0
36047050500,4163.0
36047050600,6016.0
36047050700,2288.0
36047050801,4080.0
36047050803,2464.0
36047050804,6250.0
36047050900,3694.0
36047051001,3926.0
36047051002,4725.0
36047051100,3933.0
36047051200,6398.0
36047051300,4332.0
36047051400,7366.0
36047051500,1372.0
36047051601,5732.0
36047051602,4028.0
36047051700,1735.0
36047051800,3415.0
36047051900,3564.0
36047052000,4228.0
36047052300,5469.0
36047052500,3499.0
36047052600,4357.0
36047052700,6629.0
36047052800,1818.0
36047052900,3979.0
36047053000,3465.0
36047053100,7027.0
36047053200,2579.0
36047053300,6566.0
36047053400,4383.0
36047053500,4348.0
36047053700,3575.0
36047053800,4473.0
36047053900,2756.0
36047054200,4450.0
36047054300,327.0
36047054400,3406.0
36047054500,8008.0
36047054600,4346.0
36047054700,5245.0
36047054800,1989.0
36047054900,3122.0
36047055000,3551.0
36047055100,4597.0
36047055200,3498.0
36047055300,2596.0
36047055400,4216.0
36047055500,1959.0
36047055600,3712.0
36047055700,1655.0
36047055800,2390.0
36047056000,3493.0
36047056100,3295.0
36047056200,1654.0
36047056300,4360.0
36047056400,2451.0
36047056500,3255.0
36047056600,2419.0
36047056800,1314.0
36047056900,1630.0
36047057000,3384.0
36047057100,4400.0
36047057200,5443.0
36047057300,2608.0
36047057400,2657.0
36047057500,4249.0
36047057600,2918.0
36047057800,3176.0
36047057900,1117.0
36047058000,3365.0
36047058200,2967.0
36047058400,3620.0
36047058600,2519.0
36047058800,3245.0
36047058900,1904.0
36047059000,1899.0
36047059100,3920.0
36047059200,3870.0
36047059300,2228.0
36047059401,7628.0
36047059402,4551.0
36047059600,2306.0
36047059800,3427.0
36047060000,6067.0
36047060600,2555.0
36047060800,3574.0
36047061002,4508.0
36047061003,1984.0
36047061004,6447.0
36047061200,1076.0
36047061600,1656.0
36047062000,1850.0
36047062200,3252.0
36047062600,2788.0
36047062800,5226.0
36047063200,1447.0
36047063600,1236.0
36047063800,1524.0
36047064000,1599.0
36047064200,2518.0
36047064400,2528.0
36047064600,2189.0
36047064800,1945.0
36047065000,1389.0
36047065200,1232.0
36047065400,1607.0
36047065600,1708.0
36047065800,1762.0
36047066000,1773.0
36047066200,1411.0
36047067000,2680.0
36047067200,1422.0
36047067400,1964.0
36047067600,1657.0
36047067800,2660.0
36047068000,1809.0
36047068200,2432.0
36047068600,1533.0
36047068800,1614.0
36047069000,1791.0
36047069200,2392.0
36047069601,3780.0
36047069602,5995.0
36047069800,1277.0
36047070000,1703.0
36047070201,6573.0
36047070600,2700.0
36047072000,2167.0
36047072200,2655.0
36047072400,1755.0
36047072600,2093.0
36047072800,3193.0
36047073000,1979.0
36047073200,2096.0
36047073400,1889.0
36047073600,3368.0
36047073800,3225.0
36047074000,3531.0
36047074200,3292.0
36047074400,2492.0
36047074600,2003.0
36047074800,2012.0
36047075000,3029.0
36047075200,1130.0
36047075400,1488.0
36047075600,1993.0
36047075800,1816.0
36047076000,2776.0
36047076200,4235.0
36047076400,3487.0
36047076600,2061.0
36047076800,3407.0
36047077000,2722.0
36047077200,3394.0
36047077400,2881.0
36047077600,3806.0
36047078000,2092.0
36047078200,3864.0
36047078400,2348.0
36047078600,4256.0
36047078800,3422.0
36047079000,5094.0
36047079200,4372.0
36047079400,1864.0
36047079601,4413.0
36047079602,4814.0
36047079801,3037.0
36047079802,5451.0
36047080000,3487.0
36047080200,4304.0
36047080400,3250.0
36047080600,3386.0
36047080800,1197.0
36047081000,2300.0
36047081400,2635.0
36047081600,2791.0
36047081800,4551.0
36047082000,5281.0
36047082200,7280.0
36047082400,4730.0
36047082600,5513.0
36047082800,3814.0
36047083000,5997.0
36047083200,2289.0
36047083400,1701.0
36047083600,1929.0
36047083800,2189.0
36047084000,2412.0
36047084600,1963.0
36047084800,1750.0
36047085000,1374.0
36047085400,2052.0
36047085600,3608.0
36047085800,2434.0
36047086000,3426.0
36047086200,2996.0
36047086400,2231.0
36047086600,3149.0
36047086800,3156.0
36047087000,3204.0
36047087200,2868.0
36047087401,3142.0
36047087600,1742.0
36047087800,3006.0
36047088000,2863.0
36047088200,6740.0
36047088400,5236.0
36047088600,4427.0
36047088800,3923.0
36047089000,6319.0
36047089200,3651.0
36047089400,3430.0
36047089600,3546.0
36047089800,2089.0
36047090000,5508.0
36047090200,3451.0
36047090600,4581.0
36047090800,3990.0
36047091000,5610.0
36047091200,6814.0
36047091600,4325.0
36047091800,2804.0
36047092000,3154.0
36047092200,2691.0
36047092400,2656.0
36047092800,2656.0
36047093000,2547.0
36047093200,1142.0
36047093400,2401.0
36047093600,1628.0
36047093800,2374.0
36047094401,3202.0
36047094402,2886.0
36047094600,1830.0
36047095000,2906.0
36047095400,4607.0
36047095600,4042.0
36047095800,3456.0
36047096200,1717.0
36047096400,2361.0
36047096600,2164.0
36047096800,1471.0
36047097000,2105.0
36047097400,2724.0
36047098200,4305.0
36047098400,1978.0
36047098600,2862.0
36047098800,3054.0
36047099000,1422.0
36047099200,1833.0
36047099400,1978.0
36047099600,3631.0
36047099800,3784.0
36047100400,2567.0
36047100600,2489.0
36047100800,2124.0
36047101000,2318.0
36047101200,1932.0
36047101400,2160.0
36047101600,1464.0
36047101800,1851.0
36047102000,1922.0
36047102200,2075.0
36047102400,2123.0
36047102600,2771.0
36047102800,1579.0
36047103400,3918.0
36047105801,6928.0
36047105804,6426.0
36047107000,322.0
36047107800,3849.0
36047109800,1917.0
36047110400,4358.0
36047110600,4311.0
36047111000,3216.0
36047111600,3484.0
36047111800,3053.0
36047112000,3155.0
36047112200,3371.0
36047112400,3416.0
36047112600,3783.0
36047112800,3822.0
36047113000,3891.0
36047113200,1937.0
36047113400,2838.0
36047114201,1578.0
36047114202,2766.0
36047114400,2403.0
36047114600,2998.0
36047115000,2595.0
36047115200,3094.0
36047115600,4315.0
36047115800,2983.0
36047116000,2543.0
36047116200,2157.0
36047116400,2921.0
36047116600,2907.0
36047116800,2057.0
36047117000,1880.0
36047117201,2713.0
36047117202,3907.0
36047117400,4329.0
36047117601,2750.0
36047117602,3313.0
36047117800,1717.0
36047118201,3002.0
36047118202,3083.0
36047118400,5420.0
36047118600,2969.0
36047118800,4651.0
36047119000,2127.0
36047119200,3013.0
36047119400,3914.0
36047119600,5403.0
36047119800,3426.0
36047120000,2148.0
36047120200,1900.0
36047120800,8938.0
36047121000,4035.0
36047121400,4351.0
36047122000,5495.0
36047123700,6008.0
36047150200,2540.0
36047152200,3317.0
36061000201,3058.0
36061000202,7316.0
36061000600,11367.0
36061000700,8109.0
36061000800,10290.0
36061000900,731.0
36061001001,1434.0
36061001002,6547.0
36061001200,3397.0
36061001300,4479.0
36061001401,3005.0
36061001402,2782.0
36061001501,5518.0
36061001502,7476.0
36061001600,8478.0
36061001800,8660.0
36061002000,4917.0
36061002100,6040.0
36061002201,6398.0
36061002202,2189.0
36061002400,5434.0
36061002500,4869.0
36061002601,3772.0
36061002602,4227.0
36061002700,1264.0
36061002800,7114.0
36061002900,6398.0
36061003001,4492.0
36061003002,3106.0
36061003100,2550.0
36061003200,8234.0
36061003300,5156.0
36061003400,6612.0
36061003601,3393.0
36061003602,3151.0
36061003700,2447.0
36061003800,9237.0
36061003900,5860.0
36061004000,8651.0
36061004100,7817.0
36061004200,5145.0
36061004300,4270.0
36061004400,16538.0
36061004500,1136.0
36061004700,2524.0
36061004800,7229.0
36061004900,4942.0
36061005000,5055.0
36061005200,3408.0
36061005400,4536.0
36061005501,4204.0
36061005502,2257.0
36061005600,3322.0
36061005700,2781.0
36061005800,3512.0
36061005900,5401.0
36061006000,4511.0
36061006100,5224.0
36061006200,4437.0
36061006300,6380.0
36061006400,8090.0
36061006500,6202.0
36061006600,11740.0
36061006700,5461.0
36061006800,7614.0
36061006900,2759.0
36061007000,8871.0
36061007100,5429.0
36061007200,8664.0
36061007300,6215.0
36061007400,4319.0
36061007500,4159.0
36061007600,2277.0
36061007700,5966.0
36061007800,8391.0
36061007900,4442.0
36061008000,5377.0
36061008100,8047.0
36061008200,3262.0
36061008300,4092.0
36061008400,1595.0
36061008601,2618.0
36061008603,4799.0
36061008700,6338.0
36061008800,7026.0
36061008900,5708.0
36061009000,7883.0
36061009100,6304.0
36061009200,1806.0
36061009300,8780.0
36061009400,73.0
36061009500,3040.0
36061009600,155.0
36061009700,5224.0
36061009800,7316.0
36061009900,1945.0
36061010000,1992.0
36061010100,1116.0
36061010200,230.0
36061010300,2058.0
36061010400,966.0
36061010601,7351.0
36061010602,4875.0
36061010800,9039.0
36061010900,183.0
36061011000,7169.0
36061011100,3512.0
36061011201,992.0
36061011202,441.0
36061011203,1401.0
36061011300,117.0
36061011401,1412.0
36061011402,2397.0
36061011500,2303.0
36061011600,3543.0
36061011700,3364.0
36061011800,8767.0
36061011900,1120.0
36061012000,3971.0
36061012100,8554.0
36061012200,3633.0
36061012400,10218.0
36061012500,2719.0
36061012600,12774.0
36061012700,6928.0
36061012800,6270.0
36061012900,6038.0
36061013000,4195.0
36061013100,2816.0
36061013200,10590.0
36061013300,6208.0
36061013400,11174.0
36061013500,6596.0
36061013600,15344.0
36061013700,6471.0
36061013800,12444.0
36061013900,9257.0
36061014000,7813.0
36061014200,4462.0
36061014401,4864.0
36061014402,6743.0
36061014500,5542.0
36061014601,4274.0
36061014602,7904.0
36061014700,2755.0
36061014801,2863.0
36061014802,7066.0
36061014900,5842.0
36061015001,2294.0
36061015002,5437.0
36061015100,8306.0
36061015200,7275.0
36061015300,9320.0
36061015400,13749.0
36061015500,9350.0
36061015601,5345.0
36061015602,2298.0
36061015700,10751.0
36061015801,5650.0
36061015802,3346.0
36061015900,9623.0
36061016001,3744.0
36061016002,3131.0
36061016100,6437.0
36061016200,9308.0
36061016300,6624.0
36061016400,6127.0
36061016500,6402.0
36061016600,7317.0
36061016700,6564.0
36061016800,5675.0
36061016900,8108.0
36061017000,7855.0
36061017100,8989.0
36061017200,5504.0
36061017300,8939.0
36061017401,5248.0
36061017402,2093.0
36061017500,10820.0
36061017700,9151.0
36061017800,3912.0
36061017900,9293.0
36061018000,7476.0
36061018100,8866.0
36061018200,6768.0
36061018300,8667.0
36061018400,7835.0
36061018500,4190.0
36061018600,5701.0
36061018700,8974.0
36061018800,6008.0
36061018900,11547.0
36061019000,3083.0
36061019100,8807.0
36061019200,3584.0
36061019300,9009.0
36061019400,6558.0
36061019500,8197.0
36061019600,3931.0
36061019701,641.0
36061019702,2090.0
36061019800,1914.0
36061019900,10064.0
36061020000,2581.0
36061020101,1731.0
36061020102,3865.0
36061020300,3633.0
36061020500,5322.0
36061020600,2942.0
36061020701,3329.0
36061020800,4591.0
36061020901,3673.0
36061021000,6637.0
36061021100,10330.0
36061021200,4412.0
36061021303,5619.0
36061021400,3001.0
36061021500,3068.0
36061021600,7556.0
36061021800,6617.0
36061021900,6023.0
36061022000,5370.0
36061022102,2175.0
36061022200,2644.0
36061022301,7917.0
36061022302,3385.0
36061022400,6427.0
36061022500,10149.0
36061022600,3778.0
36061022700,4864.0
36061022800,5248.0
36061022900,8300.0
36061023000,8106.0
36061023100,5865.0
36061023200,7980.0
36061023300,6527.0
36061023400,4465.0
36061023501,6004.0
36061023502,1819.0
36061023600,6404.0
36061023700,6811.0
36061023801,9723.0
36061023802,1938.0
36061023900,2371.0
36061024000,1648.0
36061024100,7642.0
36061024200,3396.0
36061024301,3946.0
36061024302,7370.0
36061024500,14934.0
36061024700,7074.0
36061024900,1101.0
36061025100,2526.0
36061025300,11236.0
36061025500,5771.0
36061025700,3876.0
36061025900,3496.0
36061026100,12087.0
36061026300,8729.0
36061026500,7021.0
36061026700,2173.0
36061026900,8428.0
36061027100,8196.0
36061027300,6370.0
36061027500,2846.0
36061027700,7086.0
36061027900,10292.0
36061028100,2867.0
36061028300,7627.0
36061028500,7216.0
36061028700,4035.0
36061029100,11288.0
36061029300,9033.0
36061029500,6941.0
36061029700,161.0
36061029900,3834.0
36061030300,3753.0
36061030700,3434.0
36061030900,8463.0
36061031703,7709.0
36061031704,5677.0
36081000100,4949.0
36081000200,2829.0
36081000400,4413.0
36081000600,3729.0
36081000700,4790.0
36081000800,3360.0
36081001000,3502.0
36081001200,3871.0
36081001400,3683.0
36081001600,2831.0
36081001800,2931.0
36081001900,1076.0
36081002000,1797.0
36081002200,2077.0
36081002400,2145.0
36081002500,7571.0
36081002600,2055.0
36081002800,3033.0
36081003000,1399.0
36081003100,1388.0
36081003200,1504.0
36081003300,2474.0
36081003400,2201.0
36081003600,3295.0
36081003800,2287.0
36081003900,1592.0
36081004001,2134.0
36081004002,1270.0
36081004200,4120.0
36081004300,2437.0
36081004401,3500.0
36081004500,2975.0
36081004700,3984.0
36081005100,2231.0
36081005200,2751.0
36081005300,5340.0
